Artist,Album Title,Track Title,Track Position,Duration,Producer,Remixer,Release Date,Catalog Number,Label,release_id
Madonna,Nothing Really Matters,Nothing Really Matters (Club 69 Vocal Club Mix),A2,7:51,"Madonna, Marius De Vries, William Orbit",Peter Rauhofer,1999,9362 44625 0,Maverick,82580
Madonna,Nothing Really Matters,Nothing Really Matters (Club 69 Future Mix),B1,8:19,"Madonna, Marius De Vries, William Orbit",Peter Rauhofer,1999,9362 44625 0,Maverick,82580
Madonna,Nothing Really Matters,Nothing Really Matters (Kruder & Dorfmeister Mix),B2,11:10,"Madonna, Marius De Vries, William Orbit",Kruder & Dorfmeister,1999,9362 44625 0,Maverick,82580
Madonna,Erotica,Erotica,A1,5:18,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Fever,A2,5:00,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Bye Bye Baby,A3,3:56,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Deeper And Deeper,A4,5:33,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Where Life Begins,B1,5:58,Andre Betts,,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Bad Girl,B2,5:23,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Waiting,B3,5:47,Andre Betts,,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Thief Of Hearts,B4,4:51,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Words,C1,5:55,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Rain,C2,5:25,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Why's It So Hard,C3,5:23,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,In This Life,D1,6:23,"Madonna, Shep Pettibone",,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Did You Do It?,D2,4:54,Andre Betts,,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Erotica,Secret Garden,D3,5:32,Andre Betts,,1992,"9362-45031-1, WX 491","Maverick, Sire, Warner Bros. Records",78689
Madonna,Don't Tell Me,Don't Tell Me (Thunderpuss Club Mix),A1,7:53,Madonna; Mirwais Ahmadzaï,Thunderpuss,2000,"9362 44955 0, 93 62 44955 0, W547T","Maverick, Warner Bros. Records, Maverick, Warner Bros. Records, Maverick, Warner Bros. Records",63080
Madonna,Don't Tell Me,Don't Tell Me (Vission Remix),A2,7:52,Madonna; Mirwais Ahmadzaï,Richard “Humpty” Vission,2000,"9362 44955 0, 93 62 44955 0, W547T","Maverick, Warner Bros. Records, Maverick, Warner Bros. Records, Maverick, Warner Bros. Records",63080
Madonna,Don't Tell Me,Don't Tell Me (Tracy Young Club Mix 1),B1,11:01,Madonna; Mirwais Ahmadzaï,Tracy Young,2000,"9362 44955 0, 93 62 44955 0, W547T","Maverick, Warner Bros. Records, Maverick, Warner Bros. Records, Maverick, Warner Bros. Records",63080
Madonna,Don't Tell Me,Cyber-Raga,B2,5:31,Madonna; Talvin Singh,,2000,"9362 44955 0, 93 62 44955 0, W547T","Maverick, Warner Bros. Records, Maverick, Warner Bros. Records, Maverick, Warner Bros. Records",63080
Madonna,Erotica,Erotica (Album Version),A,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Album Version),A,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Instrumental),B1,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Instrumental),B1,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Radio Edit),B2,4:31,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Radio Edit),B2,4:31,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Album Version),A,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Album Version),A,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Instrumental),B1,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Instrumental),B1,5:12,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Radio Edit),B2,4:31,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Madonna,Erotica,Erotica (Radio Edit),B2,4:31,,,2022,"RPD1 695258, 603497837618","Maverick, Warner Records, Sire",24785888
Funky Green Dogs,You Got Me (Burnin' Up),You Got Me (Burnin' Up) (Olav Basoski Main Mix),A1,7:29,"Oscar Gaetan, Ralph Falcon",Olav Basoski,2002,088 155 918-1,MCA Records,49255
Funky Green Dogs,You Got Me (Burnin' Up),You Got Me (Burnin' Up) (Flatline Fifth Avenue Vocal Mix),A2,8:55,"Oscar Gaetan, Ralph Falcon",Flatline,2002,088 155 918-1,MCA Records,49255
Funky Green Dogs,You Got Me (Burnin' Up),You Got Me (Burnin' Up) (DJ Asle Extended),B1,9:04,"Oscar Gaetan, Ralph Falcon",DJ Asle,2002,088 155 918-1,MCA Records,49255
Funky Green Dogs,You Got Me (Burnin' Up),You Got Me (Burnin' Up) (I-Jack Rooting & Tooting Vocal Mix),B2,7:17,"Oscar Gaetan, Ralph Falcon",I-Jack,2002,088 155 918-1,MCA Records,49255
C + C Music Factory,I'll Always Be Around,I'll Always Be Around (The C + C House Mix),A,11:45,,Robert Clivillés,1995,MCA 12-55146,MCA Records,512220
C + C Music Factory,I'll Always Be Around,I'll Always Be Around (The Ministry Of Sound House Mix),B,12:00,,Robert Clivillés,1995,MCA 12-55146,MCA Records,512220
C + C Music Factory,I'll Always Be Around,I'll Always Be Around (Out Da Ghetto Mix Part I),C,5:05,,Robert Clivillés,1995,MCA 12-55146,MCA Records,512220
C + C Music Factory,I'll Always Be Around,I'll Always Be Around (Hip Hop Club Mix),D1,4:25,,Robert Clivillés,1995,MCA 12-55146,MCA Records,512220
C + C Music Factory,I'll Always Be Around,I'll Always Be Around (The Jeep Mix / Album Mix),D2,4:31,,Robert Clivillés,1995,MCA 12-55146,MCA Records,512220
Melissa Manchester,Mathematics,Victims Of The Modern Heart,A1,4:16,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Mathematics,A2,4:03,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Energy,A3,3:41,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Shocked,A4,3:36,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,All Tied Up,A5,3:54,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,The Dream,B1,4:19,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Restless Love,B2,3:40,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Thunder In The Night,B3,3:54,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Night Creatures,B4,3:59,,,1985,MCA-5587,MCA Records,2644248
Melissa Manchester,Mathematics,Just One Lifetime,B5,4:04,,,1985,MCA-5587,MCA Records,2644248
Reba McEntire,You Keep Me Hangin' On (Extended Mix),You Keep Me Hangin' On (Classic Paradise Mix),A1,7:46,Sylvester,Love To Infinity,1996,MCA12-55195,MCA Records,1284609
Reba McEntire,You Keep Me Hangin' On (Extended Mix),You Keep Me Hangin' On (Classic Paradise Instrumental),A2,7:47,Sylvester,Love To Infinity,1996,MCA12-55195,MCA Records,1284609
Reba McEntire,You Keep Me Hangin' On (Extended Mix),You Keep Me Hangin' On (Deep Love Mix),B1,8:55,Sylvester,Love To Infinity,1996,MCA12-55195,MCA Records,1284609
Reba McEntire,You Keep Me Hangin' On (Extended Mix),You Keep Me Hangin' On (Aphrodisiac Mix),B2,7:12,Sylvester,Love To Infinity,1996,MCA12-55195,MCA Records,1284609
Patti LaBelle,When You Talk About Love,When You Talk About Love,A1,5:32,Jimmy Jam And Terry Lewis,,1997,MCA12-55358,MCA Records,779861
Patti LaBelle,When You Talk About Love,When You Talk About Love (Main Club Pass),A2,6:55,Jimmy Jam And Terry Lewis,Hex Hector,1997,MCA12-55358,MCA Records,779861
Patti LaBelle,When You Talk About Love,When You Talk About Love (Instrumental),B,5:27,Jimmy Jam And Terry Lewis,,1997,MCA12-55358,MCA Records,779861
Chanté Moore,Straight Up,Straight Up (Radio Edit),A1,3:42,Jermaine Dupri,,2000,"088 155 775-1, MCA13821","MCA Records, MCA Records",1911069
Chanté Moore,Straight Up,Straight Up (Instrumental),A2,3:42,,,2000,"088 155 775-1, MCA13821","MCA Records, MCA Records",1911069
Chanté Moore,Straight Up,Straight Up (Extended Mix),B1,5:32,,,2000,"088 155 775-1, MCA13821","MCA Records, MCA Records",1911069
Chanté Moore,Straight Up,Straight Up (Acappella),B2,3:42,,,2000,"088 155 775-1, MCA13821","MCA Records, MCA Records",1911069
Livin' Joy,Dreamer,Dreamer (Original Club Mix),A1,5:37,Livin' Joy,,1994,"MCA 12-54922, MCA 12 54922","MCA Records, MCA Records",22652
Livin' Joy,Dreamer,Dreamer (Slo Moshun Mix),A2,10:37,Livin' Joy,Slo Moshun,1994,"MCA 12-54922, MCA 12 54922","MCA Records, MCA Records",22652
Livin' Joy,Dreamer,Dreamer (Junior's Sound Factory Mix),B1,9:47,Livin' Joy,Junior Vasquez,1994,"MCA 12-54922, MCA 12 54922","MCA Records, MCA Records",22652
Livin' Joy,Dreamer,Dreamer (Junior's Sound Factory Dub),B2,7:05,Livin' Joy,Junior Vasquez,1994,"MCA 12-54922, MCA 12 54922","MCA Records, MCA Records",22652
Donna de Lory,Just A Dream,Just A Dream (Extended Club Remix),A,7:35,"Madonna, Patrick Leonard","Doug Deangelis, Justin Strauss",1993,"MCA12 54595, MCA12-54595","MCA Records, MCA Records",420219
Donna de Lory,Just A Dream,Just A Dream (Hard Dub),B1,6:40,"Madonna, Patrick Leonard","Doug Deangelis, Justin Strauss",1993,"MCA12 54595, MCA12-54595","MCA Records, MCA Records",420219
Donna de Lory,Just A Dream,Just A Dream (Just Right Vocal),B2,6:56,"Madonna, Patrick Leonard","Doug Deangelis, Justin Strauss",1993,"MCA12 54595, MCA12-54595","MCA Records, MCA Records",420219
Donna de Lory,Think It Over,Think It Over (Murk Boys Vocal Mix),A,6:36,Stephen Hague,"Murk, Oscar Gaetan, Ralph Falcon",1993,"MCA12 54695, MCA12-54695","MCA Records, MCA Records",121292
Donna de Lory,Think It Over,Think It Over (Donna Got Murked Mix),B1,5:33,,Oscar Gaetan; Ralph Falcon,1993,"MCA12 54695, MCA12-54695","MCA Records, MCA Records",121292
Donna de Lory,Think It Over,Think It Over (Oscar G's Early Morning Craze),B2,5:38,,Oscar Gaetan; Ralph Falcon,1993,"MCA12 54695, MCA12-54695","MCA Records, MCA Records",121292
C + C Music Factory Featuring A.S.K. M.E. & Vic Black,I'll Always Be Around,I'll Always Be Around (The C + C House Mix),A,11:45,,Robert Clivillés,1995,"MCA12 55146, MCA 12453","MCA Records, MCA Records",512220
C + C Music Factory Featuring A.S.K. M.E. & Vic Black,I'll Always Be Around,I'll Always Be Around (The Ministry OF Sound House Mix),B,12:00,,Robert Clivillés,1995,"MCA12 55146, MCA 12453","MCA Records, MCA Records",512220
Dannii Minogue,Jump To The Beat,"Jump To The Beat (12"" Remix)",A,6:43,"Andy Whitmore, Emma Freilich, Les Adams","Andy Whitmore, Emma Freilich, L.A. Mix, Les Adams",1991,"MCA 12 54269, MCA 12-54269","MCA Records, MCA Records, Savage Records, Savage Records",331790
Dannii Minogue,Jump To The Beat,Hallucination,B1,5:58,"Andy Whitmore, Emma Freilich, Les Adams",,1991,"MCA 12 54269, MCA 12-54269","MCA Records, MCA Records, Savage Records, Savage Records",331790
Dannii Minogue,Jump To The Beat,"Jump To The Beat (7"" Remix)",B2,4:03,"Andy Whitmore, Emma Freilich, Les Adams","Andy Whitmore, Emma Freilich, L.A. Mix, Les Adams",1991,"MCA 12 54269, MCA 12-54269","MCA Records, MCA Records, Savage Records, Savage Records",331790
Sylvester,Band Of Gold,Band Of Gold,A,7:30,Sylvester,,1983,MT-114,Megatone Records,12819182
Sylvester,Band Of Gold,Band Of Gold (Dub Mix),B1,4:53,Sylvester,,1983,MT-114,Megatone Records,12819182
Sylvester,Band Of Gold,Band Of Gold (Radio Edit),B2,3:52,Sylvester,,1983,MT-114,Megatone Records,12819182
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright (Can You Feel It Club Mix),A1,8:12,,95 North,1997,314 578 943-1,Mercury,5237067
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright (Can You Feel It Hard Dub Mix),A2,8:08,,95 North,1997,314 578 943-1,Mercury,5237067
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright  (Jam & Lewis Club Mix),A3,5:24,,Jimmy Jam & Terry Lewis,1997,314 578 943-1,Mercury,5237067
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright (X-Mix Club Mix),B1,5:07,,The Fitch Brothers,1997,314 578 943-1,Mercury,5237067
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright (Henry Street Dub Mix),B2,6:25,,"Johnny ""D"" De Mairo; Nicholas Palermo Jr.",1997,314 578 943-1,Mercury,5237067
Crystal Waters,Say...If You Feel Alright,Say...If You Feel Alright (Peter Daou Club Mix),B3,7:43,,Cevin Fisher; Peter Daou,1997,314 578 943-1,Mercury,5237067
David Morales & The Bad Yard Club Featuring Delta (9),In De Ghetto,In De Ghetto (The Bad Yard Club Mix),A1,10:45,David Morales,David Morales,1994,858 657-1,Mercury,1549362
David Morales & The Bad Yard Club Featuring Delta (9),In De Ghetto,In De Ghetto (Radio Mix),A2,3:54,David Morales,David Morales,1994,858 657-1,Mercury,1549362
David Morales & The Bad Yard Club Featuring Delta (9),In De Ghetto,In De Ghetto (Tribal Bass Mix),B1,6:13,David Morales,David Morales,1994,858 657-1,Mercury,1549362
David Morales & The Bad Yard Club Featuring Delta (9),In De Ghetto,In De Ghetto (Piano Dub),B2,6:15,David Morales,David Morales,1994,858 657-1,Mercury,1549362
Crystal Waters,What I Need,What I Need (Club Mix),A1,8:16,,,1994,858 927-1,Mercury,690875
Crystal Waters,What I Need,What I Need (Hump Mix),A2,4:18,,,1994,858 927-1,Mercury,690875
Crystal Waters,What I Need,What I Need (B.Y.C. Mix),B1,10:35,,"David Morales, Bad Yard Club",1994,858 927-1,Mercury,690875
Crystal Waters,What I Need,Ghetto Day (LP Version),B2,3:32,,,1994,858 927-1,Mercury,690875
Safire,I Will Survive,"I Will Survive (12"" Remix)",A1,6:35,Oliver Leiber,"Alan Gregorie, Timmy Regisford",1989,876 369-1,Mercury,537160
Safire,I Will Survive,I Will Survive (Dub),A2,4:35,Oliver Leiber,"Alan Gregorie, Timmy Regisford",1989,876 369-1,Mercury,537160
Safire,I Will Survive,I Will Survive (Radio Edit),A3,3:58,Oliver Leiber,"Alan Gregorie, Timmy Regisford",1989,876 369-1,Mercury,537160
Safire,I Will Survive,I Will Survive (House Mix),B1,6:35,Oliver Leiber,"Alan Gregorie, Timmy Regisford",1989,876 369-1,Mercury,537160
Safire,I Will Survive,I Will Survive (House Dub),B2,6:18,Oliver Leiber,"Alan Gregorie, Timmy Regisford",1989,876 369-1,Mercury,537160
Vanessa Williams,Running Back To You,Running Back To You (Vanessa's Club Mix),A1,7:15,"Kenni Hairston, Trevor Gale",,1991,"PRO 960-1, pro 960-1","Mercury, Mercury, Wing Records, Wing Records",707103
Vanessa Williams,Running Back To You,Running Back To You (Radio Edit),A2,4:09,,Bob Rosa; Bruce Carbone,1991,"PRO 960-1, pro 960-1","Mercury, Mercury, Wing Records, Wing Records",707103
Vanessa Williams,Running Back To You,Running Back To You (Vanessa's Sweat Mix),B1,5:09,,Bob Rosa; Bruce Carbone,1991,"PRO 960-1, pro 960-1","Mercury, Mercury, Wing Records, Wing Records",707103
Vanessa Williams,Running Back To You,Running Back To You (Running Back Beats),B2,3:12,,Bob Rosa; Bruce Carbone,1991,"PRO 960-1, pro 960-1","Mercury, Mercury, Wing Records, Wing Records",707103
Vanessa Williams,Running Back To You,Running Back To You (The DNA Extended),B3,5:02,,The Prophet (5); DNA,1991,"PRO 960-1, pro 960-1","Mercury, Mercury, Wing Records, Wing Records",707103
Texas,Inner Smile (The Mixes),Inner Smile (Stonebridge Classic House Mix),A1,6:31,"Gregg Alexander, Johnny Mac",StoneBridge,2000,NL 04.01,"Mercury, Nitelite Records",111396
Texas,Inner Smile (The Mixes),Inner Smile (Juless Club Radio Mix),A2,4:35,"Gregg Alexander, Johnny Mac",Jules Bromley,2000,NL 04.01,"Mercury, Nitelite Records",111396
Texas,Inner Smile (The Mixes),"Inner Smile (Extended 12"")",AA1,9:47,"Gregg Alexander, Johnny Mac",,2000,NL 04.01,"Mercury, Nitelite Records",111396
Texas,Inner Smile (The Mixes),Inner Smile (Album Version),AA2,3:51,"Gregg Alexander, Johnny Mac",,2000,NL 04.01,"Mercury, Nitelite Records",111396
Vanessa Williams,The Way That You Love,The Way That You Love (E. Plugg Jeep Mix),A1,4:39,"Gerry E. Brown, Vanessa Williams",Rodney Jerkins,1995,856 771-1,"Mercury, Wing Records",200062
Vanessa Williams,The Way That You Love,The Way That You Love (Love Me Mix),A2,4:36,"Gerry E. Brown, Vanessa Williams","Tony Dofat, Ward Lover",1995,856 771-1,"Mercury, Wing Records",200062
Vanessa Williams,The Way That You Love,The Way That You Love (Rhythm Mix),A3,3:47,"Gerry E. Brown, Vanessa Williams","Gerry E. Brown, Rodney Jerkins",1995,856 771-1,"Mercury, Wing Records",200062
Vanessa Williams,The Way That You Love,The Way That You Love (20 Fingers Club Mix),B1,7:05,"Gerry E. Brown, Vanessa Williams",JJ Flores,1995,856 771-1,"Mercury, Wing Records",200062
Vanessa Williams,The Way That You Love,The Way That You Love (Armand's Funky Foam Mix),B2,8:05,"Gerry E. Brown, Vanessa Williams",Armand Van Helden,1995,856 771-1,"Mercury, Wing Records",200062
Ace Of Base,The Sign,The Sign (Radio Edit),A1,3:09,"Denniz Pop, Douglas Carr",,1993,855 027-1,Metronome,202447
Ace Of Base,The Sign,The Sign (Long Version),A2,4:43,"Denniz Pop, Douglas Carr",,1993,855 027-1,Metronome,202447
Ace Of Base,The Sign,The Sign (Dub Version),B,5:10,"Denniz Pop, Douglas Carr",,1993,855 027-1,Metronome,202447
Alicia Bridges,I Love The Nightlife (Disco 'Round),I Love The Nightlife (Disco 'Round) (Original Version),A1,3:25,Steve Buckingham,,1994,PR12 6851-1,Mother Records,772985
Alicia Bridges,I Love The Nightlife (Disco 'Round),"I Love The Nightlife (Disco 'Round) (Rapino Brothers Night Of The Disco Trash 12"" Mix)",A2,4:47,Steve Buckingham,The Rapino Brothers,1994,PR12 6851-1,Mother Records,772985
Alicia Bridges,I Love The Nightlife (Disco 'Round),"I Love The Nightlife (Disco 'Round) (Trash Europe Express 12"" Mix)",B1,5:18,Steve Buckingham,The Rapino Brothers,1994,PR12 6851-1,Mother Records,772985
Alicia Bridges,I Love The Nightlife (Disco 'Round),I Love The Nightlife (Disco 'Round) (Phillip Damien Extended Vox),B2,6:20,Steve Buckingham,Phillip Damien,1994,PR12 6851-1,Mother Records,772985
Diana Ross,Until We Meet Again,Until We Meet Again (Hex Hector Club Mix),A1,10:21,,Hex Hector,1998,012156266-1,Motown,1215927
Diana Ross,Until We Meet Again,Until We Meet Again (Hex Hector Dub),A2,5:23,,Hex Hector,1998,012156266-1,Motown,1215927
Diana Ross,Until We Meet Again,Until We Meet Again (Love To Infinity Master Mix),B1,7:10,,Love To Infinity,1998,012156266-1,Motown,1215927
Diana Ross,Until We Meet Again,Until We Meet Again (Love To Infinity Funky Fruit Mix),B2,7:19,,Love To Infinity,1998,012156266-1,Motown,1215927
Diana Ross,Someday We'll Be Together (Frankie Knuckles Remixes),Someday We'll Be Together (Def Mix),A1,8:42,,Frankie Knuckles,1994,374631157-1,Motown,4966007
Diana Ross,Someday We'll Be Together (Frankie Knuckles Remixes),Someday We'll Be Together (Radio Edit),A2,3:04,,Frankie Knuckles,1994,374631157-1,Motown,4966007
Diana Ross,Someday We'll Be Together (Frankie Knuckles Remixes),Someday We'll Be Together (Soundfactory),B1,6:57,,Frankie Knuckles,1994,374631157-1,Motown,4966007
Diana Ross,The Boss,No One Gets The Prize,A1,4:37,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,I Ain't Been Licked,A2,4:00,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,All For One,A3,4:13,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,The Boss,A4,3:42,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,Once In The Morning,B1,4:49,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,It's My House,B2,4:29,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,Sparkle,B3,5:19,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Diana Ross,The Boss,I'm In The World,B4,3:56,,,1979,"M8-923M1, M7-923R1","Motown, Motown",202589
Whitney Houston,Saving All My Love (FUG Remix),Saving All My Love (FUG Remix),A,,,FUG,2002,LOVEFUG1,Not On Label (Whitney Houston),1380174
Kathy Sledge,Another Star,Another Star (Roger's Ultimate Anthem Mix),A,11:35,,Roger Sanchez,1995,DEA 002,NRC (2),4046762
Kathy Sledge,Another Star,Another Star (Joe T Dubby Vocal Mix),B1,6:12,,Joe T. Vannelli,1995,DEA 002,NRC (2),4046762
Kathy Sledge,Another Star,Another Star (Hands In The Air Dub),B2,6:20,,Roger Sanchez,1995,DEA 002,NRC (2),4046762
Vicki Sue Robinson,House Of Joy,House Of Joy (Junior's Joyfull Power Extended Mix),A1,8:29,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Vicki Sue Robinson,House Of Joy,House Of Joy (Junior's Joyfull Instrumental),A2,8:30,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Vicki Sue Robinson,House Of Joy,House Of Joy (Junior's Joyfull Power Radio Mix),A3,4:26,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Vicki Sue Robinson,House Of Joy,House Of Joy (Devinyl Noise Extended Mix),B1,9:30,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Vicki Sue Robinson,House Of Joy,House Of Joy (Instrumental),B2,9:29,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Vicki Sue Robinson,House Of Joy,House Of Joy (Devinyl Noise Radio Mix),B3,3:41,"Junior Vasquez, Welcome",,1997,DE1-45302,Pagoda,952896
Carmen Electra,Go Go Dancer,"Go Go Dancer (12"" Mix)",A1,6:00,,Junior Vasquez,1992,"9 40458-0, 0-40458","Paisley Park, Warner Bros. Records",575412
Carmen Electra,Go Go Dancer,Go Go Dancer (The Dub),A2,5:53,,Junior Vasquez,1992,"9 40458-0, 0-40458","Paisley Park, Warner Bros. Records",575412
Carmen Electra,Go Go Dancer,Go Go Dancer (Radio Edit),A3,4:27,,Junior Vasquez,1992,"9 40458-0, 0-40458","Paisley Park, Warner Bros. Records",575412
Carmen Electra,Go Go Dancer,Go Go Dancer (Factory Mix),B1,6:00,,Junior Vasquez,1992,"9 40458-0, 0-40458","Paisley Park, Warner Bros. Records",575412
Carmen Electra,Go Go Dancer,Go Go Dancer (Dub Dub Dancer),B2,6:00,,Junior Vasquez,1992,"9 40458-0, 0-40458","Paisley Park, Warner Bros. Records",575412
Kylie Minogue,Fever, More More More, A1,4:41,Tommy D.,,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Love At First Sight, A2,3:59,"Julian Gallagher, Richard Stannard",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Can't Get You Out Of My Head, A3,3:50,"Cathy Dennis, Rob Davis",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Fever, A4,3:31,,,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Give It To Me, A5,2:49,"Mark Picchiotti, Tom Carlisle",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Fragile, A6,3:46,Rob Davis,,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Come Into My World,B1,4:06,"Cathy Dennis, Rob Davis",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,In Your Eyes,B2,3:20,"Julian Gallagher, Richard Stannard",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Dancefloor,B3,3:24,,,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Love Affair,B4,3:49,"Julian Gallagher, Richard Stannard",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Your Love,B5,3:48,"Pascal Gabriel, Paul Statham",,2021,190295846428,Parlophone,20574319
Kylie Minogue,Fever,Burning Up,B6,3:58,"Greg Fitzgerald, Tom Nichols",,2021,190295846428,Parlophone,20574319
Kylie Minogue + Dannii Minogue,100 Degrees (Still Disco To Me),100 Degrees (Still Disco To Me) (Radio Edit),A1,3:45,"Ash Howes, Richard ""Biff"" Stannard*, Steve Anderson",,2016,190295971076,Parlophone,10359487
Kylie Minogue + Dannii Minogue,100 Degrees (Still Disco To Me),100 Degrees (Still Disco To Me) (Steve Anderson Extended Disco Mix),A2,7:20,"Ash Howes, Richard ""Biff"" Stannard*, Steve Anderson",Steve Anderson,2016,190295971076,Parlophone,10359487
Kylie Minogue + Dannii Minogue,100 Degrees (Still Disco To Me),100 Degrees (Still Disco To Me) (7th Heaven Club Mix),B1,6:48,"Ash Howes, Richard ""Biff"" Stannard*, Steve Anderson",7th Heaven,2016,190295971076,Parlophone,10359487
Kylie Minogue + Dannii Minogue,100 Degrees (Still Disco To Me),100 Degrees (Still Disco To Me) (Boney Remix),B2,5:42,"Ash Howes, Richard ""Biff"" Stannard*, Steve Anderson",Boney,2016,190295971076,Parlophone,10359487
Kylie Minogue,Kylie Christmas,It's The Most Wonderful Time Of The Year,A1,2:45,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Santa Claus Is Coming To Town,A2,2:16,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Winter Wonderland,A3,1:54,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Christmas Wrapping,A4,5:06,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Only You,A5,3:06,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,I'm Gonna Be Warm This Winter,A6,2:30,,,2015,825646004874,Parlophone,7779913
